enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K07457,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1279,c_000000000010,,endonuclease III related protein,
K03553,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1246,c_000000000009,,recombination protein RecA,
K06199,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1094,c_000000000008,,fluoride exporter,
K06199,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1095,c_000000000008,,fluoride exporter,
K02076,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1060,c_000000000007,,"Fur family transcriptional regulator, zinc uptake regulator",
K03624,P2505_Sourdough_Lib,P2505_Sourdough_Lib,110,c_000000000001,,transcription elongation factor GreA,
K03624,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1102,c_000000000008,,transcription elongation factor GreA,
K03630,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1231,c_000000000009,,DNA repair protein RadC,
K03817,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1198,c_000000000009,,ribosomal-protein-serine acetyltransferase [EC:2.3.1.-],
K08968,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1223,c_000000000009,,L-methionine (R)-S-oxide reductase [EC:1.8.4.14],
K01421,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1577,c_000000000014,,putative membrane protein,
K01421,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1314,c_000000000010,,putative membrane protein,
K01421,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1671,c_000000000015,,putative membrane protein,
K01193,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1070,c_000000000008,,beta-fructofuranosidase [EC:3.2.1.26],
K01226,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1134,c_000000000008,,trehalose-6-phosphate hydrolase [EC:3.2.1.93],
K06949,P2505_Sourdough_Lib,P2505_Sourdough_Lib,163,c_000000000001,,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],
K06949,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2316,c_000000000029,,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],
K01997,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2393,c_000000000031,,branched-chain amino acid transport system permease protein,
K02050,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1825,c_000000000018,,NitT/TauT family transport system permease protein,
K02050,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2166,c_000000000025,,NitT/TauT family transport system permease protein,
K01996,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2397,c_000000000031,,branched-chain amino acid transport system ATP-binding protein,
K06023,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2418,c_000000000032,,HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-],
K00057,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2416,c_000000000032,,glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],
K07658,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2428,c_000000000032,,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",
K03628,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2151,c_000000000024,,transcription termination factor Rho,
K08972,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2419,c_000000000032,,putative membrane protein,
K03837,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2145,c_000000000024,,serine transporter,
K01775,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2161,c_000000000025,,alanine racemase [EC:5.1.1.1],
K26730,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2251,c_000000000027,,Na+:H+ antiporter,
K26730,P2505_Sourdough_Lib,P2505_Sourdough_Lib,3270,c_000000000117,,Na+:H+ antiporter,
K01992,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2109,c_000000000023,,ABC-2 type transport system permease protein,
K07105,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2112,c_000000000023,,uncharacterized protein,
K21713,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2323,c_000000000029,,lytic chitin monoxygenase [EC:1.14.99.53],
K03798,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2190,c_000000000025,,cell division protease FtsH [EC:3.4.24.-],
K03799,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2156,c_000000000024,,heat shock protein HtpX [EC:3.4.24.-],
K05985,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2125,c_000000000024,,ribonuclease M5 [EC:3.1.26.8],
K07571,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2187,c_000000000025,,S1 RNA binding domain protein,
K04083,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2191,c_000000000025,,molecular chaperone Hsp33,
K01887,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2277,c_000000000028,,arginyl-tRNA synthetase [EC:6.1.1.19],
K03048,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2142,c_000000000024,,DNA-directed RNA polymerase subunit delta,
K01515,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1466,c_000000000012,,ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-],
K01515,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2119,c_000000000023,,ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-],
K07166,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2377,c_000000000030,,ACT domain-containing protein,
K03328,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2184,c_000000000025,,"polysaccharide transporter, PST family",
K02036,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2422,c_000000000032,,phosphate transport system ATP-binding protein [EC:7.3.2.1],
K02036,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2423,c_000000000032,,phosphate transport system ATP-binding protein [EC:7.3.2.1],
K01259,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1048,c_000000000007,,proline iminopeptidase [EC:3.4.11.5],
K01259,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2178,c_000000000025,,proline iminopeptidase [EC:3.4.11.5],
K01259,P2505_Sourdough_Lib,P2505_Sourdough_Lib,283,c_000000000002,,proline iminopeptidase [EC:3.4.11.5],
K11102,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2258,c_000000000027,,proton glutamate symport protein,
K06133,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2312,c_000000000029,,4'-phosphopantetheinyl transferase [EC:2.7.8.-],
K02037,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2425,c_000000000032,,phosphate transport system permease protein,
K05770,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2326,c_000000000029,,translocator protein,
K03665,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2229,c_000000000026,,GTPase,
K01056,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2182,c_000000000025,,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",
K15976,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2409,c_000000000031,,putative NAD(P)H nitroreductase [EC:1.-.-.-],
K15976,P2505_Sourdough_Lib,P2505_Sourdough_Lib,307,c_000000000002,,putative NAD(P)H nitroreductase [EC:1.-.-.-],
K01929,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2158,c_000000000024,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],
K02039,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2421,c_000000000032,,phosphate transport system protein,
K03723,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2183,c_000000000025,,transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],
K13531,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2235,c_000000000027,,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],
K00997,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2160,c_000000000025,,holo-[acyl-carrier protein] synthase [EC:2.7.8.7],
K02038,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2424,c_000000000032,,phosphate transport system permease protein,
K05592,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2159,c_000000000024,,ATP-dependent RNA helicase DeaD [EC:5.6.2.7],
K07636,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2427,c_000000000032,,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",
K07636,P2505_Sourdough_Lib,P2505_Sourdough_Lib,327,c_000000000002,,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",
K07150,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2313,c_000000000029,,uncharacterized protein,
K07150,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2260,c_000000000027,,uncharacterized protein,
K04075,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2188,c_000000000025,,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],
K15555,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2167,c_000000000025,,sulfonate transport system ATP-binding protein [EC:7.6.2.14],
K16923,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2254,c_000000000027,,energy-coupling factor transport system substrate-specific component,
K02759,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2104,c_000000000023,,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],
K02759,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2200,c_000000000026,,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],
K02759,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2271,c_000000000028,,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],
K13052,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2186,c_000000000025,,cell division protein DivIC,
K00760,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2189,c_000000000025,,hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],
K05340,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2372,c_000000000030,,glucose uptake protein,
K06885,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2139,c_000000000024,,uncharacterized protein,
K02348,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1698,c_000000000016,,ElaA protein,
K02348,P2505_Sourdough_Lib,P2505_Sourdough_Lib,683,c_000000000004,,ElaA protein,
K02348,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2278,c_000000000028,,ElaA protein,
K02348,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1399,c_000000000011,,ElaA protein,
K01866,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2265,c_000000000027,,tyrosyl-tRNA synthetase [EC:6.1.1.1],
K13292,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2417,c_000000000032,,phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145],
K09157,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2376,c_000000000030,,uncharacterized protein,
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2239,c_000000000027,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1645,c_000000000015,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1651,c_000000000015,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1652,c_000000000015,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1653,c_000000000015,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2238,c_000000000027,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2367,c_000000000030,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K04762,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2185,c_000000000025,,ribosome-associated heat shock protein Hsp15,
K02528,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2126,c_000000000024,,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182],
K00459,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2219,c_000000000026,,nitronate monooxygenase [EC:1.13.12.16],
K01753,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2107,c_000000000023,,D-serine dehydratase [EC:4.3.1.18],
K06969,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2373,c_000000000030,,23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191],
K01023,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2282,c_000000000028,,arylsulfate sulfotransferase [EC:2.8.2.22],
K11741,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2227,c_000000000026,,quaternary ammonium compound-resistance protein SugE,
K01998,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2394,c_000000000031,,branched-chain amino acid transport system permease protein,
K26937,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2280,c_000000000028,,"MATE family, multidrug efflux pump",
K26937,P2505_Sourdough_Lib,P2505_Sourdough_Lib,284,c_000000000002,,"MATE family, multidrug efflux pump",
K03744,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2155,c_000000000024,,LemA protein,
K04567,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2195,c_000000000025,,"lysyl-tRNA synthetase, class II [EC:6.1.1.6]",
K01999,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2392,c_000000000031,,branched-chain amino acid transport system substrate-binding protein,
K02909,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2152,c_000000000024,,large subunit ribosomal protein L31,
K03424,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2125,c_000000000024,,TatD DNase family protein [EC:3.1.21.-],
K07284,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2154,c_000000000024,,sortase A [EC:3.4.22.70],
K09685,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2132,c_000000000024,,"HTH-type transcriptional regulator, purine operon repressor",
K08996,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2257,c_000000000027,,putative membrane protein,
K02520,P2505_Sourdough_Lib,P2505_Sourdough_Lib,70,c_000000000001,,translation initiation factor IF-3,
K03602,P2505_Sourdough_Lib,P2505_Sourdough_Lib,145,c_000000000001,,exodeoxyribonuclease VII small subunit [EC:3.1.11.6],
K02911,P2505_Sourdough_Lib,P2505_Sourdough_Lib,90,c_000000000001,,large subunit ribosomal protein L32,
K24041,P2505_Sourdough_Lib,P2505_Sourdough_Lib,2635,c_000000000039,,penicillin V amidase [EC:3.5.1.11],
K24041,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1395,c_000000000011,,penicillin V amidase [EC:3.5.1.11],
K24041,P2505_Sourdough_Lib,P2505_Sourdough_Lib,303,c_000000000002,,penicillin V amidase [EC:3.5.1.11],
K06960,P2505_Sourdough_Lib,P2505_Sourdough_Lib,178,c_000000000001,,uncharacterized protein,
K06948,P2505_Sourdough_Lib,P2505_Sourdough_Lib,82,c_000000000001,,30S ribosome assembly GTPase,
K25149,P2505_Sourdough_Lib,P2505_Sourdough_Lib,225,c_000000000002,,polyether ionophore transport system permease protein,
K25149,P2505_Sourdough_Lib,P2505_Sourdough_Lib,226,c_000000000002,,polyether ionophore transport system permease protein,
K03601,P2505_Sourdough_Lib,P2505_Sourdough_Lib,144,c_000000000001,,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],
K02899,P2505_Sourdough_Lib,P2505_Sourdough_Lib,138,c_000000000001,,large subunit ribosomal protein L27,
K07738,P2505_Sourdough_Lib,P2505_Sourdough_Lib,66,c_000000000001,,transcriptional repressor NrdR,
K03402,P2505_Sourdough_Lib,P2505_Sourdough_Lib,148,c_000000000001,,transcriptional regulator of arginine metabolism,
K03402,P2505_Sourdough_Lib,P2505_Sourdough_Lib,6,c_000000000001,,transcriptional regulator of arginine metabolism,
K00876,P2505_Sourdough_Lib,P2505_Sourdough_Lib,109,c_000000000001,,uridine kinase [EC:2.7.1.48],
K18220,P2505_Sourdough_Lib,P2505_Sourdough_Lib,295,c_000000000002,,ribosomal protection tetracycline resistance protein,
K05275,P2505_Sourdough_Lib,P2505_Sourdough_Lib,243,c_000000000002,,pyridoxine 4-dehydrogenase [EC:1.1.1.65],
K02888,P2505_Sourdough_Lib,P2505_Sourdough_Lib,136,c_000000000001,,large subunit ribosomal protein L21,
K02335,P2505_Sourdough_Lib,P2505_Sourdough_Lib,63,c_000000000001,,DNA polymerase I [EC:2.7.7.7],
K12132,P2505_Sourdough_Lib,P2505_Sourdough_Lib,162,c_000000000001,,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],
K09710,P2505_Sourdough_Lib,P2505_Sourdough_Lib,86,c_000000000001,,ribosome-associated protein,
K02902,P2505_Sourdough_Lib,P2505_Sourdough_Lib,166,c_000000000001,,large subunit ribosomal protein L28,
K02916,P2505_Sourdough_Lib,P2505_Sourdough_Lib,71,c_000000000001,,large subunit ribosomal protein L35,
K00483,P2505_Sourdough_Lib,P2505_Sourdough_Lib,300,c_000000000002,,4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9],
K03439,P2505_Sourdough_Lib,P2505_Sourdough_Lib,47,c_000000000001,,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],
K02860,P2505_Sourdough_Lib,P2505_Sourdough_Lib,179,c_000000000001,,16S rRNA processing protein RimM,
K25158,P2505_Sourdough_Lib,P2505_Sourdough_Lib,44,c_000000000001,,ABC-2 type transport system ATP-binding protein,
K15771,P2505_Sourdough_Lib,P2505_Sourdough_Lib,211,c_000000000002,,arabinogalactan oligomer / maltooligosaccharide transport system permease protein,
K01512,P2505_Sourdough_Lib,P2505_Sourdough_Lib,102,c_000000000001,,acylphosphatase [EC:3.6.1.7],
K09013,P2505_Sourdough_Lib,P2505_Sourdough_Lib,55,c_000000000001,,Fe-S cluster assembly ATP-binding protein,
K15770,P2505_Sourdough_Lib,P2505_Sourdough_Lib,212,c_000000000002,,arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein,
K03106,P2505_Sourdough_Lib,P2505_Sourdough_Lib,176,c_000000000001,,signal recognition particle subunit SRP54 [EC:3.6.5.4],
K01934,P2505_Sourdough_Lib,P2505_Sourdough_Lib,117,c_000000000001,,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],
K15772,P2505_Sourdough_Lib,P2505_Sourdough_Lib,210,c_000000000002,,arabinogalactan oligomer / maltooligosaccharide transport system permease protein,
K03110,P2505_Sourdough_Lib,P2505_Sourdough_Lib,174,c_000000000001,,fused signal recognition particle receptor,
K02959,P2505_Sourdough_Lib,P2505_Sourdough_Lib,177,c_000000000001,,small subunit ribosomal protein S16,
K03500,P2505_Sourdough_Lib,P2505_Sourdough_Lib,160,c_000000000001,,16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176],
K01868,P2505_Sourdough_Lib,P2505_Sourdough_Lib,69,c_000000000001,,threonyl-tRNA synthetase [EC:6.1.1.3],
K07015,P2505_Sourdough_Lib,P2505_Sourdough_Lib,81,c_000000000001,,putative phosphatase [EC:3.1.3.-],
K03529,P2505_Sourdough_Lib,P2505_Sourdough_Lib,173,c_000000000001,,chromosome segregation protein,
K00791,P2505_Sourdough_Lib,P2505_Sourdough_Lib,125,c_000000000001,,tRNA dimethylallyltransferase [EC:2.5.1.75],
K11717,P2505_Sourdough_Lib,P2505_Sourdough_Lib,57,c_000000000001,,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],
K03449,P2505_Sourdough_Lib,P2505_Sourdough_Lib,246,c_000000000002,,"MFS transporter, CP family, cyanate transporter",
K03698,P2505_Sourdough_Lib,P2505_Sourdough_Lib,12,c_000000000001,,3'-5' exoribonuclease [EC:3.1.-.-],
K23164,P2505_Sourdough_Lib,P2505_Sourdough_Lib,286,c_000000000002,,"reticulon-4-interacting protein 1, mitochondrial",
K09014,P2505_Sourdough_Lib,P2505_Sourdough_Lib,59,c_000000000001,,Fe-S cluster assembly protein SufB,
K06864,P2505_Sourdough_Lib,P2505_Sourdough_Lib,266,c_000000000002,,"cysteine-dependent pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase [EC:4.4.1.37 4.4.1.45]",
K03713,P2505_Sourdough_Lib,P2505_Sourdough_Lib,126,c_000000000001,,"MerR family transcriptional regulator, glutamine synthetase repressor",
K00554,P2505_Sourdough_Lib,P2505_Sourdough_Lib,180,c_000000000001,,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],
K02356,P2505_Sourdough_Lib,P2505_Sourdough_Lib,140,c_000000000001,,elongation factor P,
K07574,P2505_Sourdough_Lib,P2505_Sourdough_Lib,83,c_000000000001,,RNA-binding protein,
K03060,P2505_Sourdough_Lib,P2505_Sourdough_Lib,156,c_000000000001,,DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],
K09015,P2505_Sourdough_Lib,P2505_Sourdough_Lib,56,c_000000000001,,Fe-S cluster assembly protein SufD,
K07010,P2505_Sourdough_Lib,P2505_Sourdough_Lib,260,c_000000000002,,putative glutamine amidotransferase,
K12555,P2505_Sourdough_Lib,P2505_Sourdough_Lib,8,c_000000000001,,penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4],
K17363,P2505_Sourdough_Lib,P2505_Sourdough_Lib,17,c_000000000001,,urocanate reductase [EC:1.3.99.33],
K01924,P2505_Sourdough_Lib,P2505_Sourdough_Lib,51,c_000000000001,,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],
K03466,P2505_Sourdough_Lib,P2505_Sourdough_Lib,50,c_000000000001,,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",
K03466,P2505_Sourdough_Lib,P2505_Sourdough_Lib,1447,c_000000000012,,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",
K05995,P2505_Sourdough_Lib,P2505_Sourdough_Lib,121,c_000000000001,,dipeptidase E [EC:3.4.13.21],
K06442,P2505_Sourdough_Lib,P2505_Sourdough_Lib,147,c_000000000001,,23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227],
K06898,P2505_Sourdough_Lib,P2505_Sourdough_Lib,270,c_000000000002,,"pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]",
K01890,P2505_Sourdough_Lib,P2505_Sourdough_Lib,107,c_000000000001,,phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20],
K00783,P2505_Sourdough_Lib,P2505_Sourdough_Lib,322,c_000000000002,,23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],
K04488,P2505_Sourdough_Lib,P2505_Sourdough_Lib,58,c_000000000001,,nitrogen fixation protein NifU and related proteins,
K01889,P2505_Sourdough_Lib,P2505_Sourdough_Lib,106,c_000000000001,,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],
K06895,P2505_Sourdough_Lib,P2505_Sourdough_Lib,4,c_000000000001,,L-lysine exporter family protein LysE/ArgO,
K04066,P2505_Sourdough_Lib,P2505_Sourdough_Lib,158,c_000000000001,,primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4],
K07584,P2505_Sourdough_Lib,P2505_Sourdough_Lib,137,c_000000000001,,uncharacterized protein,
K10563,P2505_Sourdough_Lib,P2505_Sourdough_Lib,64,c_000000000001,,formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18],
K00604,P2505_Sourdough_Lib,P2505_Sourdough_Lib,159,c_000000000001,,methionyl-tRNA formyltransferase [EC:2.1.2.9],
K02007,P2505_Sourdough_Lib,P2505_Sourdough_Lib,273,c_000000000002,,cobalt/nickel transport system permease protein,
