Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
pth,pth,Peptidyl-tRNA hydrolase,10,10,1.0,1,2683,,,,558,558,558.0,JECDCPOO_00561,KDAEOHOB_00821,OPNKAGHI_02090,KAHEJOMD_00602,HMEEEBGO_01234,KGEHKDDB_00571,GMGKJONF_00597,HLLCJJMH_00608,BMKFACGC_00601,FHDKMCMF_00016
group_1490,,DegV domain-containing protein,10,10,1.0,1,2679,,,,867,867,867.0,JECDCPOO_01962,KDAEOHOB_02232,OPNKAGHI_00561,KAHEJOMD_02099,HMEEEBGO_02407,KGEHKDDB_02009,GMGKJONF_02064,HLLCJJMH_02055,BMKFACGC_02074,FHDKMCMF_01150
group_1489,,hypothetical protein,10,10,1.0,1,2678,,,,561,561,561.0,JECDCPOO_02311,KDAEOHOB_00057,OPNKAGHI_00221,KAHEJOMD_02430,HMEEEBGO_02018,KGEHKDDB_02338,GMGKJONF_02380,HLLCJJMH_02416,BMKFACGC_02399,FHDKMCMF_00828
pduP,pduP,Propanal dehydrogenase (CoA-propanoylating),10,10,1.0,1,2676,,,,1434,1434,1434.0,JECDCPOO_01709,KDAEOHOB_01956,OPNKAGHI_00818,KAHEJOMD_01837,HMEEEBGO_02743,KGEHKDDB_01752,GMGKJONF_01808,HLLCJJMH_01793,BMKFACGC_01819,FHDKMCMF_01413
def_1,def_1,Peptide deformylase,10,10,1.0,1,2675,,,,561,561,561.0,JECDCPOO_01425,KDAEOHOB_01765,OPNKAGHI_01189,KAHEJOMD_01573,HMEEEBGO_00113,KGEHKDDB_01497,GMGKJONF_01546,HLLCJJMH_01597,BMKFACGC_01146,FHDKMCMF_01675
efp,efp,Elongation factor P,10,10,1.0,1,2674,,,,561,561,561.0,JECDCPOO_01035,KDAEOHOB_01310,OPNKAGHI_01588,KAHEJOMD_01177,HMEEEBGO_00637,KGEHKDDB_01034,GMGKJONF_01087,HLLCJJMH_01083,BMKFACGC_01524,FHDKMCMF_02061
hpf,hpf,Ribosome hibernation promotion factor,10,10,1.0,1,2673,,,,561,561,561.0,JECDCPOO_00671,KDAEOHOB_00935,OPNKAGHI_01975,KAHEJOMD_00722,HMEEEBGO_01118,KGEHKDDB_00681,GMGKJONF_00714,HLLCJJMH_00723,BMKFACGC_00721,FHDKMCMF_02414
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,10,10,1.0,1,2667,,,,564,564,564.0,JECDCPOO_01414,KDAEOHOB_01754,OPNKAGHI_01201,KAHEJOMD_01562,HMEEEBGO_00124,KGEHKDDB_01486,GMGKJONF_01535,HLLCJJMH_01586,BMKFACGC_01157,FHDKMCMF_01686
infC,infC,Translation initiation factor IF-3,10,10,1.0,1,2666,,,,564,564,564.0,JECDCPOO_00981,KDAEOHOB_01256,OPNKAGHI_01646,KAHEJOMD_01123,HMEEEBGO_00691,KGEHKDDB_00980,GMGKJONF_01033,HLLCJJMH_01029,BMKFACGC_01585,FHDKMCMF_02115
mnmM,mnmM,tRNA (mnm(5)s(2)U34)-methyltransferase,10,10,1.0,1,2660,,,,567,567,567.0,JECDCPOO_00950,KDAEOHOB_01226,OPNKAGHI_01679,KAHEJOMD_01093,HMEEEBGO_00721,KGEHKDDB_00950,GMGKJONF_01003,HLLCJJMH_00999,BMKFACGC_01617,FHDKMCMF_02145
group_1477,,hypothetical protein,10,10,1.0,1,2657,,,,567,567,567.0,JECDCPOO_00015,KDAEOHOB_00273,OPNKAGHI_00017,KAHEJOMD_00015,HMEEEBGO_01808,KGEHKDDB_00015,GMGKJONF_00016,HLLCJJMH_00015,BMKFACGC_00015,FHDKMCMF_00593
ssbA,ssbA,Single-stranded DNA-binding protein A,10,10,1.0,1,2656,,,,567,567,567.0,JECDCPOO_00008,KDAEOHOB_00266,OPNKAGHI_00009,KAHEJOMD_00008,HMEEEBGO_01815,KGEHKDDB_00008,GMGKJONF_00008,HLLCJJMH_00008,BMKFACGC_00008,FHDKMCMF_00600
group_1473,,putative HTH-type transcriptional regulator,10,10,1.0,1,2649,,,,570,570,570.0,JECDCPOO_02087,KDAEOHOB_02355,OPNKAGHI_00438,KAHEJOMD_02226,HMEEEBGO_02280,KGEHKDDB_02134,GMGKJONF_02190,HLLCJJMH_02187,BMKFACGC_02209,FHDKMCMF_01024
group_1472,,hypothetical protein,10,10,1.0,1,2648,,,,570,570,570.0,JECDCPOO_01220,KDAEOHOB_01481,OPNKAGHI_01397,KAHEJOMD_01353,HMEEEBGO_00463,KGEHKDDB_01206,GMGKJONF_01261,HLLCJJMH_01255,BMKFACGC_01372,FHDKMCMF_01886
group_1471,,hypothetical protein,10,10,1.0,1,2647,,,,570,570,570.0,JECDCPOO_00630,KDAEOHOB_00889,OPNKAGHI_02018,KAHEJOMD_00675,HMEEEBGO_01164,KGEHKDDB_00640,GMGKJONF_00667,HLLCJJMH_00681,BMKFACGC_00673,FHDKMCMF_02455
gmk_2,gmk_2,Guanylate kinase,10,10,1.0,1,2643,,,,573,573,573.0,JECDCPOO_01892,KDAEOHOB_02163,OPNKAGHI_00633,KAHEJOMD_02030,HMEEEBGO_02476,KGEHKDDB_01939,GMGKJONF_01991,HLLCJJMH_01985,BMKFACGC_02000,FHDKMCMF_01219
group_1468,,hypothetical protein,10,10,1.0,1,2642,,,,573,573,573.0,JECDCPOO_00751,KDAEOHOB_01015,OPNKAGHI_01889,KAHEJOMD_00803,HMEEEBGO_01038,KGEHKDDB_00761,GMGKJONF_00795,HLLCJJMH_00804,BMKFACGC_00806,FHDKMCMF_02334
rnmV,rnmV,Ribonuclease M5,10,10,1.0,1,2641,,,,573,573,573.0,JECDCPOO_00493,KDAEOHOB_00753,OPNKAGHI_02166,KAHEJOMD_00531,HMEEEBGO_01307,KGEHKDDB_00492,GMGKJONF_00526,HLLCJJMH_00537,BMKFACGC_00523,FHDKMCMF_00086
arlR_2~~~arlR_1,arlR_2;arlR_1,Response regulator ArlR,10,10,1.0,1,2639,,,,693,693,693.0,JECDCPOO_00383,KDAEOHOB_00640,OPNKAGHI_02270,KAHEJOMD_00414,HMEEEBGO_01420,KGEHKDDB_00380,GMGKJONF_00414,HLLCJJMH_00426,BMKFACGC_00419,FHDKMCMF_00199
pduO_2,pduO_2,Corrinoid adenosyltransferase PduO,10,10,1.0,1,2638,,,,576,576,576.0,JECDCPOO_01711,KDAEOHOB_01958,OPNKAGHI_00816,KAHEJOMD_01839,HMEEEBGO_02741,KGEHKDDB_01754,GMGKJONF_01810,HLLCJJMH_01795,BMKFACGC_01821,FHDKMCMF_01411
lemA,lemA,Protein LemA,10,10,1.0,1,2637,,,,576,576,576.0,JECDCPOO_00547,KDAEOHOB_00807,OPNKAGHI_02104,KAHEJOMD_00588,HMEEEBGO_01248,KGEHKDDB_00557,GMGKJONF_00583,HLLCJJMH_00594,BMKFACGC_00587,FHDKMCMF_00031
group_1466,,hypothetical protein,10,10,1.0,1,2636,,,,576,576,576.0,JECDCPOO_00141,KDAEOHOB_00397,OPNKAGHI_02537,KAHEJOMD_00164,HMEEEBGO_01676,KGEHKDDB_00135,GMGKJONF_00166,HLLCJJMH_00183,BMKFACGC_00154,FHDKMCMF_00444
group_1465,,hypothetical protein,10,10,1.0,1,2635,,,,576,576,576.0,JECDCPOO_00115,KDAEOHOB_00369,OPNKAGHI_02564,KAHEJOMD_00132,HMEEEBGO_01704,KGEHKDDB_00107,GMGKJONF_00135,HLLCJJMH_00153,BMKFACGC_00125,FHDKMCMF_00472
group_1458,,hypothetical protein,10,10,1.0,1,2628,,,,579,579,579.0,JECDCPOO_01872,KDAEOHOB_02144,OPNKAGHI_00653,KAHEJOMD_02011,HMEEEBGO_02495,KGEHKDDB_01920,GMGKJONF_01971,HLLCJJMH_01966,BMKFACGC_01981,FHDKMCMF_01238
xpt,xpt,Xanthine phosphoribosyltransferase,10,10,1.0,1,2627,,,,579,579,579.0,JECDCPOO_01736,KDAEOHOB_01983,OPNKAGHI_00791,KAHEJOMD_01864,HMEEEBGO_02716,KGEHKDDB_01779,GMGKJONF_01836,HLLCJJMH_01820,BMKFACGC_01846,FHDKMCMF_01385
fadR,fadR,Fatty acid metabolism regulator protein,10,10,1.0,1,2626,,,,579,579,579.0,JECDCPOO_00250,KDAEOHOB_00508,OPNKAGHI_02414,KAHEJOMD_00287,HMEEEBGO_01552,KGEHKDDB_00248,GMGKJONF_00283,HLLCJJMH_00293,BMKFACGC_00277,FHDKMCMF_00331
ffh,ffh,Signal recognition particle protein,10,10,1.0,1,2625,,,,1449,1449,1449.0,JECDCPOO_01069,KDAEOHOB_01343,OPNKAGHI_01552,KAHEJOMD_01210,HMEEEBGO_00603,KGEHKDDB_01068,GMGKJONF_01120,HLLCJJMH_01117,BMKFACGC_01489,FHDKMCMF_02027
kdgR_2~~~bhcR,kdgR_2;bhcR,HTH-type transcriptional regulator KdgR;HTH-type transcriptional regulator BhcR,10,10,1.0,1,2624,,,,759,759,759.0,JECDCPOO_00348,KDAEOHOB_00607,OPNKAGHI_02305,KAHEJOMD_00380,HMEEEBGO_01454,KGEHKDDB_00346,GMGKJONF_00379,HLLCJJMH_00392,BMKFACGC_00387,FHDKMCMF_00233
grpE,grpE,Protein GrpE,10,10,1.0,1,2611,,,,585,585,585.0,JECDCPOO_01341,KDAEOHOB_01680,OPNKAGHI_01274,KAHEJOMD_01490,HMEEEBGO_00260,KGEHKDDB_01414,GMGKJONF_01462,HLLCJJMH_01399,BMKFACGC_01233,FHDKMCMF_01758
tdk,tdk,Thymidine kinase,10,10,1.0,1,2610,,,,585,585,585.0,JECDCPOO_00794,KDAEOHOB_01075,OPNKAGHI_01835,KAHEJOMD_00936,HMEEEBGO_00965,KGEHKDDB_00799,GMGKJONF_00849,HLLCJJMH_00847,BMKFACGC_00872,FHDKMCMF_02296
spsB_2,spsB_2,Signal peptidase IB,10,10,1.0,1,2608,,,,588,588,588.0,JECDCPOO_02488,KDAEOHOB_00243,OPNKAGHI_02640,KAHEJOMD_02612,HMEEEBGO_01839,KGEHKDDB_02531,GMGKJONF_02566,HLLCJJMH_02628,BMKFACGC_02608,FHDKMCMF_00624
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,10,10,1.0,1,2607,,,,588,588,588.0,JECDCPOO_00846,KDAEOHOB_01127,OPNKAGHI_01782,KAHEJOMD_00990,HMEEEBGO_00913,KGEHKDDB_00851,GMGKJONF_00901,HLLCJJMH_00900,BMKFACGC_00926,FHDKMCMF_02244
uxaC_2,uxaC_2,Uronate isomerase,10,10,1.0,1,2604,,,,1461,1461,1461.0,JECDCPOO_00171,KDAEOHOB_00427,OPNKAGHI_02503,KAHEJOMD_00206,HMEEEBGO_01632,KGEHKDDB_00169,GMGKJONF_00194,HLLCJJMH_00213,BMKFACGC_00191,FHDKMCMF_00410
group_1444,,hypothetical protein,10,10,1.0,1,2603,,,,591,591,591.0,JECDCPOO_00090,KDAEOHOB_00343,OPNKAGHI_00102,KAHEJOMD_00109,HMEEEBGO_01729,KGEHKDDB_00085,GMGKJONF_00112,HLLCJJMH_00130,BMKFACGC_00104,FHDKMCMF_00494
group_1440,,hypothetical protein,10,10,1.0,1,2599,,,,495,498,497.4,JECDCPOO_02248,KDAEOHOB_02493,OPNKAGHI_00289,KAHEJOMD_02377,HMEEEBGO_02119,KGEHKDDB_02269,GMGKJONF_02334,HLLCJJMH_02358,BMKFACGC_02344,FHDKMCMF_00886
fetA,fetA,putative iron export ATP-binding protein FetA,10,10,1.0,1,2593,,,,651,651,651.0,JECDCPOO_02246,KDAEOHOB_02491,OPNKAGHI_00291,KAHEJOMD_02375,HMEEEBGO_02121,KGEHKDDB_02267,GMGKJONF_02332,HLLCJJMH_02356,BMKFACGC_02342,FHDKMCMF_00888
engB,engB,putative GTP-binding protein EngB,10,10,1.0,1,2591,,,,594,594,594.0,JECDCPOO_01398,KDAEOHOB_01738,OPNKAGHI_01215,KAHEJOMD_01546,HMEEEBGO_00141,KGEHKDDB_01470,GMGKJONF_01519,HLLCJJMH_01570,BMKFACGC_01173,FHDKMCMF_01702
group_1434,,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,10,10,1.0,1,2590,,,,594,594,594.0,JECDCPOO_00989,KDAEOHOB_01264,OPNKAGHI_01638,KAHEJOMD_01130,HMEEEBGO_00683,KGEHKDDB_00988,GMGKJONF_01041,HLLCJJMH_01037,BMKFACGC_01574,FHDKMCMF_02107
group_1433,,Putative peptidyl-prolyl cis-trans isomerase,10,10,1.0,1,2589,,,,594,594,594.0,JECDCPOO_00918,KDAEOHOB_01194,OPNKAGHI_01711,KAHEJOMD_01061,HMEEEBGO_00842,KGEHKDDB_00918,GMGKJONF_00971,HLLCJJMH_00967,BMKFACGC_01003,FHDKMCMF_02177
clpP,clpP,ATP-dependent Clp protease proteolytic subunit,10,10,1.0,1,2588,,,,597,597,597.0,JECDCPOO_00699,KDAEOHOB_00963,OPNKAGHI_01945,KAHEJOMD_00750,HMEEEBGO_01090,KGEHKDDB_00709,GMGKJONF_00742,HLLCJJMH_00751,BMKFACGC_00749,FHDKMCMF_02386
group_1430,,hypothetical protein,10,10,1.0,1,2585,,,,555,555,555.0,JECDCPOO_01826,KDAEOHOB_02093,OPNKAGHI_00703,KAHEJOMD_01954,HMEEEBGO_02624,KGEHKDDB_01865,GMGKJONF_01921,HLLCJJMH_01910,BMKFACGC_01933,FHDKMCMF_01297
yciB,yciB,Putative LD-transpeptidase YciB,10,10,1.0,1,2582,,,,600,600,600.0,JECDCPOO_01897,KDAEOHOB_02168,OPNKAGHI_00628,KAHEJOMD_02035,HMEEEBGO_02471,KGEHKDDB_01944,GMGKJONF_02000,HLLCJJMH_01990,BMKFACGC_02005,FHDKMCMF_01214
rdgB,rdgB,dITP/XTP pyrophosphatase,10,10,1.0,1,2581,,,,600,600,600.0,JECDCPOO_00872,KDAEOHOB_01153,OPNKAGHI_01754,KAHEJOMD_01016,HMEEEBGO_00887,KGEHKDDB_00877,GMGKJONF_00927,HLLCJJMH_00926,BMKFACGC_00952,FHDKMCMF_02218
recR,recR,Recombination protein RecR,10,10,1.0,1,2580,,,,600,600,600.0,JECDCPOO_00647,KDAEOHOB_00911,OPNKAGHI_02001,KAHEJOMD_00698,HMEEEBGO_01142,KGEHKDDB_00657,GMGKJONF_00690,HLLCJJMH_00699,BMKFACGC_00696,FHDKMCMF_02438
scpB,scpB,Segregation and condensation protein B,10,10,1.0,1,2573,,,,603,603,603.0,JECDCPOO_01279,KDAEOHOB_01543,OPNKAGHI_01336,KAHEJOMD_01429,HMEEEBGO_00401,KGEHKDDB_01272,GMGKJONF_01318,HLLCJJMH_01338,BMKFACGC_01300,FHDKMCMF_01818
group_1421,,hypothetical protein,10,10,1.0,1,2572,,,,603,603,603.0,JECDCPOO_01193,KDAEOHOB_01454,OPNKAGHI_01426,KAHEJOMD_01325,HMEEEBGO_00490,KGEHKDDB_01179,GMGKJONF_01234,HLLCJJMH_01228,BMKFACGC_01400,FHDKMCMF_01915
rpsD,rpsD,Small ribosomal subunit protein uS4,10,10,1.0,1,2568,,,,606,606,606.0,JECDCPOO_00826,KDAEOHOB_01107,OPNKAGHI_01802,KAHEJOMD_00970,HMEEEBGO_00933,KGEHKDDB_00831,GMGKJONF_00881,HLLCJJMH_00880,BMKFACGC_00906,FHDKMCMF_02264
ccpA_1,ccpA_1,Catabolite control protein A,10,10,1.0,1,2567,,,,1002,1002,1002.0,JECDCPOO_00887,KDAEOHOB_01163,OPNKAGHI_01744,KAHEJOMD_01031,HMEEEBGO_00872,KGEHKDDB_00888,GMGKJONF_00941,HLLCJJMH_00937,BMKFACGC_00969,FHDKMCMF_02207
group_1417,,hypothetical protein,10,10,1.0,1,2564,,,,609,609,609.0,JECDCPOO_00903,KDAEOHOB_01179,OPNKAGHI_01727,KAHEJOMD_01046,HMEEEBGO_00857,KGEHKDDB_00903,GMGKJONF_00956,HLLCJJMH_00952,BMKFACGC_00985,FHDKMCMF_02192
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,10,10,1.0,1,2563,,,,609,609,609.0,JECDCPOO_00854,KDAEOHOB_01135,OPNKAGHI_01773,KAHEJOMD_00998,HMEEEBGO_00905,KGEHKDDB_00859,GMGKJONF_00909,HLLCJJMH_00908,BMKFACGC_00934,FHDKMCMF_02236
rimI_1,rimI_1,[Ribosomal protein bS18]-alanine N-acetyltransferase,10,10,1.0,1,2562,,,,609,609,609.0,JECDCPOO_00656,KDAEOHOB_00920,OPNKAGHI_01992,KAHEJOMD_00707,HMEEEBGO_01133,KGEHKDDB_00666,GMGKJONF_00699,HLLCJJMH_00708,BMKFACGC_00705,FHDKMCMF_02429
group_1411,,hypothetical protein,10,10,1.0,1,2556,,,,612,612,612.0,JECDCPOO_00703,KDAEOHOB_00967,OPNKAGHI_01941,KAHEJOMD_00754,HMEEEBGO_01086,KGEHKDDB_00713,GMGKJONF_00746,HLLCJJMH_00755,BMKFACGC_00755,FHDKMCMF_02382
ppaX,ppaX,Pyrophosphatase PpaX,10,10,1.0,1,2555,,,,612,612,612.0,JECDCPOO_00602,KDAEOHOB_00861,OPNKAGHI_02048,KAHEJOMD_00644,HMEEEBGO_01192,KGEHKDDB_00612,GMGKJONF_00639,HLLCJJMH_00653,BMKFACGC_00645,FHDKMCMF_02483
dinB_2,dinB_2,DNA polymerase IV,10,10,1.0,1,2553,,,,1299,1299,1299.0,JECDCPOO_02239,KDAEOHOB_02484,OPNKAGHI_00299,KAHEJOMD_02368,HMEEEBGO_02128,KGEHKDDB_02259,GMGKJONF_02325,HLLCJJMH_02346,BMKFACGC_02333,FHDKMCMF_00896
gmk_1,gmk_1,Guanylate kinase,10,10,1.0,1,2548,,,,615,615,615.0,JECDCPOO_01048,KDAEOHOB_01322,OPNKAGHI_01575,KAHEJOMD_01189,HMEEEBGO_00624,KGEHKDDB_01047,GMGKJONF_01099,HLLCJJMH_01096,BMKFACGC_01511,FHDKMCMF_02048
group_1399,,hypothetical protein,10,10,1.0,1,2541,,,,1476,1476,1476.0,JECDCPOO_00331,KDAEOHOB_00590,OPNKAGHI_02322,KAHEJOMD_00363,HMEEEBGO_01472,KGEHKDDB_00329,GMGKJONF_00361,HLLCJJMH_00375,BMKFACGC_00363,FHDKMCMF_00250
group_1397,,hypothetical protein,10,10,1.0,1,2539,,,,618,618,618.0,JECDCPOO_01274,KDAEOHOB_01538,OPNKAGHI_01342,KAHEJOMD_01424,HMEEEBGO_00406,KGEHKDDB_01267,GMGKJONF_01313,HLLCJJMH_01333,BMKFACGC_01305,FHDKMCMF_01823
yjmB,yjmB,putative symporter YjmB,10,10,1.0,1,2536,,,,1479,1479,1479.0,JECDCPOO_00169,KDAEOHOB_00425,OPNKAGHI_02505,KAHEJOMD_00204,HMEEEBGO_01634,KGEHKDDB_00167,GMGKJONF_00192,HLLCJJMH_00211,BMKFACGC_00189,FHDKMCMF_00412
argO,argO,Arginine exporter protein ArgO,10,10,1.0,1,2534,,,,618,618,618.0,JECDCPOO_00060,KDAEOHOB_00313,OPNKAGHI_00070,KAHEJOMD_00075,HMEEEBGO_01759,KGEHKDDB_00055,GMGKJONF_00080,HLLCJJMH_00100,BMKFACGC_00068,FHDKMCMF_00524
rhaS~~~rhaS_2,rhaS;rhaS_2,HTH-type transcriptional activator RhaS,10,10,1.0,1,2527,,,,861,861,861.0,JECDCPOO_00425,KDAEOHOB_00683,OPNKAGHI_02226,KAHEJOMD_00461,HMEEEBGO_01377,KGEHKDDB_00422,GMGKJONF_00457,HLLCJJMH_00468,BMKFACGC_00463,FHDKMCMF_00157
group_1388,,hypothetical protein,10,10,1.0,1,2525,,,,624,624,624.0,JECDCPOO_01918,KDAEOHOB_02188,OPNKAGHI_00610,KAHEJOMD_02055,HMEEEBGO_02451,KGEHKDDB_01965,GMGKJONF_02020,HLLCJJMH_02011,BMKFACGC_02025,FHDKMCMF_01194
rplD,rplD,Large ribosomal subunit protein uL4,10,10,1.0,1,2524,,,,624,624,624.0,JECDCPOO_01802,KDAEOHOB_02069,OPNKAGHI_00728,KAHEJOMD_01929,HMEEEBGO_02648,KGEHKDDB_01841,GMGKJONF_01897,HLLCJJMH_01886,BMKFACGC_01909,FHDKMCMF_01322
rmpA,rmpA,3-hexulose-6-phosphate synthase,10,10,1.0,1,2523,,,,624,624,624.0,JECDCPOO_00478,KDAEOHOB_00737,OPNKAGHI_02182,KAHEJOMD_00515,HMEEEBGO_01323,KGEHKDDB_00476,GMGKJONF_00511,HLLCJJMH_00521,BMKFACGC_00508,FHDKMCMF_00102
group_1387,,hypothetical protein,10,10,1.0,1,2522,,,,624,624,624.0,JECDCPOO_00214,KDAEOHOB_00470,OPNKAGHI_02457,KAHEJOMD_00252,HMEEEBGO_01588,KGEHKDDB_00213,GMGKJONF_00239,HLLCJJMH_00257,BMKFACGC_00235,FHDKMCMF_00366
pduL_1,pduL_1,Phosphate propanoyltransferase,10,10,1.0,1,2514,,,,627,627,627.0,JECDCPOO_01714,KDAEOHOB_01961,OPNKAGHI_00813,KAHEJOMD_01842,HMEEEBGO_02738,KGEHKDDB_01757,GMGKJONF_01813,HLLCJJMH_01798,BMKFACGC_01824,FHDKMCMF_01408
opuCB,opuCB,Carnitine transport permease protein OpuCB,10,10,1.0,1,2513,,,,627,627,627.0,JECDCPOO_00319,KDAEOHOB_00578,OPNKAGHI_02334,KAHEJOMD_00351,HMEEEBGO_01484,KGEHKDDB_00317,GMGKJONF_00349,HLLCJJMH_00363,BMKFACGC_00351,FHDKMCMF_00262
lpa,lpa,Lipoamidase,10,10,1.0,1,2509,,,,1488,1488,1488.0,JECDCPOO_01440,KDAEOHOB_01780,OPNKAGHI_01172,KAHEJOMD_01589,HMEEEBGO_00098,KGEHKDDB_01512,GMGKJONF_01561,HLLCJJMH_01612,BMKFACGC_01129,FHDKMCMF_01660
coaE,coaE,Dephospho-CoA kinase,10,10,1.0,1,2508,,,,630,630,630.0,JECDCPOO_00976,KDAEOHOB_01251,OPNKAGHI_01651,KAHEJOMD_01118,HMEEEBGO_00696,KGEHKDDB_00975,GMGKJONF_01028,HLLCJJMH_01024,BMKFACGC_01590,FHDKMCMF_02120
group_1380,,hypothetical protein,10,10,1.0,1,2507,,,,501,501,501.0,JECDCPOO_02338,KDAEOHOB_00088,OPNKAGHI_00198,KAHEJOMD_02457,HMEEEBGO_01987,KGEHKDDB_02365,GMGKJONF_02409,HLLCJJMH_02444,BMKFACGC_02427,FHDKMCMF_00800
upp,upp,Uracil phosphoribosyltransferase,10,10,1.0,1,2506,,,,630,630,630.0,JECDCPOO_00799,KDAEOHOB_01080,OPNKAGHI_01830,KAHEJOMD_00941,HMEEEBGO_00960,KGEHKDDB_00804,GMGKJONF_00854,HLLCJJMH_00852,BMKFACGC_00878,FHDKMCMF_02291
group_1377,,hypothetical protein,10,10,1.0,1,2502,,,,633,633,633.0,JECDCPOO_02310,KDAEOHOB_00055,OPNKAGHI_00222,KAHEJOMD_02429,HMEEEBGO_02020,KGEHKDDB_02337,GMGKJONF_02379,HLLCJJMH_02415,BMKFACGC_02398,FHDKMCMF_00829
group_1376,,Deoxyguanosine kinase,10,10,1.0,1,2501,,,,633,633,633.0,JECDCPOO_01824,KDAEOHOB_02091,OPNKAGHI_00705,KAHEJOMD_01952,HMEEEBGO_02626,KGEHKDDB_01863,GMGKJONF_01919,HLLCJJMH_01908,BMKFACGC_01931,FHDKMCMF_01299
nadD,nadD,Nicotinate-nucleotide adenylyltransferase,10,10,1.0,1,2499,,,,633,633,633.0,JECDCPOO_00988,KDAEOHOB_01263,OPNKAGHI_01639,KAHEJOMD_01129,HMEEEBGO_00684,KGEHKDDB_00987,GMGKJONF_01040,HLLCJJMH_01036,BMKFACGC_01575,FHDKMCMF_02108
spsB_1,spsB_1,Signal peptidase IB,10,10,1.0,1,2497,,,,585,585,585.0,JECDCPOO_00307,KDAEOHOB_00566,OPNKAGHI_02348,KAHEJOMD_00339,HMEEEBGO_01496,KGEHKDDB_00305,GMGKJONF_00336,HLLCJJMH_00351,BMKFACGC_00339,FHDKMCMF_00274
gltX_2,gltX_2,Glutamate--tRNA ligase,10,10,1.0,1,2495,,,,1491,1491,1491.0,JECDCPOO_00625,KDAEOHOB_00884,OPNKAGHI_02023,KAHEJOMD_00670,HMEEEBGO_01169,KGEHKDDB_00635,GMGKJONF_00662,HLLCJJMH_00676,BMKFACGC_00668,FHDKMCMF_02460
group_1373,,hypothetical protein,10,10,1.0,1,2494,,,,753,753,753.0,JECDCPOO_00305,KDAEOHOB_00564,OPNKAGHI_02350,KAHEJOMD_00337,HMEEEBGO_01498,KGEHKDDB_00303,GMGKJONF_00334,HLLCJJMH_00349,BMKFACGC_00337,FHDKMCMF_00276
glnQ_2,glnQ_2,Glutamine transport ATP-binding protein GlnQ,10,10,1.0,1,2491,,,,636,636,636.0,JECDCPOO_00841,KDAEOHOB_01122,OPNKAGHI_01787,KAHEJOMD_00985,HMEEEBGO_00918,KGEHKDDB_00846,GMGKJONF_00896,HLLCJJMH_00895,BMKFACGC_00921,FHDKMCMF_02249
group_1370,,hypothetical protein,10,10,1.0,1,2489,,,,636,636,636.0,JECDCPOO_00070,KDAEOHOB_00323,OPNKAGHI_00080,KAHEJOMD_00085,HMEEEBGO_01749,KGEHKDDB_00065,GMGKJONF_00090,HLLCJJMH_00110,BMKFACGC_00080,FHDKMCMF_00514
group_1364,,hypothetical protein,10,10,1.0,1,2483,,,,639,639,639.0,JECDCPOO_02098,KDAEOHOB_02366,OPNKAGHI_00427,KAHEJOMD_02237,HMEEEBGO_02269,KGEHKDDB_02145,GMGKJONF_02201,HLLCJJMH_02198,BMKFACGC_02224,FHDKMCMF_01010
glnM,glnM,putative glutamine ABC transporter permease protein GlnM,10,10,1.0,1,2482,,,,639,639,639.0,JECDCPOO_01886,KDAEOHOB_02157,OPNKAGHI_00639,KAHEJOMD_02024,HMEEEBGO_02482,KGEHKDDB_01933,GMGKJONF_01985,HLLCJJMH_01979,BMKFACGC_01994,FHDKMCMF_01225
spxH,spxH,ClpXP adapter protein SpxH,10,10,1.0,1,2481,,,,639,639,639.0,JECDCPOO_01487,KDAEOHOB_01828,OPNKAGHI_01112,KAHEJOMD_01637,HMEEEBGO_00050,KGEHKDDB_01560,GMGKJONF_01610,HLLCJJMH_01661,BMKFACGC_01081,FHDKMCMF_01612
rex,rex,Redox-sensing transcriptional repressor Rex,10,10,1.0,1,2480,,,,639,639,639.0,JECDCPOO_00661,KDAEOHOB_00925,OPNKAGHI_01986,KAHEJOMD_00712,HMEEEBGO_01128,KGEHKDDB_00671,GMGKJONF_00704,HLLCJJMH_00713,BMKFACGC_00710,FHDKMCMF_02424
group_1363,,hypothetical protein,10,10,1.0,1,2479,,,,639,639,639.0,JECDCPOO_00466,KDAEOHOB_00725,OPNKAGHI_02195,KAHEJOMD_00503,HMEEEBGO_01335,KGEHKDDB_00464,GMGKJONF_00499,HLLCJJMH_00509,BMKFACGC_00494,FHDKMCMF_00114
group_1362,,hypothetical protein,10,10,1.0,1,2478,,,,639,639,639.0,JECDCPOO_00269,KDAEOHOB_00527,OPNKAGHI_02396,KAHEJOMD_00301,HMEEEBGO_01533,KGEHKDDB_00267,GMGKJONF_00297,HLLCJJMH_00312,BMKFACGC_00299,FHDKMCMF_00312
